,uf,municipio,longitude,latitude
3012,PI,Betânia do Piauí,-40.79891,-8.143761
3013,PI,Boa Hora,-42.135748,-4.414041
3014,PI,Bocaina,-41.316752,-6.941236
3015,PI,Bom Jesus,-44.358951,-9.071239
3016,PI,Bom Princípio do Piauí,-41.640333,-3.196314
3017,PI,Bonfim do Piauí,-42.886482,-9.160502
3018,PI,Boqueirão do Piauí,-42.121232,-4.481806
3019,PI,Brasileira,-41.785855,-4.133696
3020,PI,Brejo do Piauí,-42.822917,-8.20314
3021,PI,Buriti dos Lopes,-41.869481,-3.182592
3022,PI,Buriti dos Montes,-41.093349,-5.30584
3023,PI,Cabeceiras do Piauí,-42.306889,-4.4773
3024,PI,Cajazeiras do Piauí,-42.390278,-6.796667
3025,PI,Cajueiro da Praia,-41.340801,-2.931114
3026,PI,Caldeirão Grande do Piauí,-40.6366,-7.331404
3027,PI,Campinas do Piauí,-41.877487,-7.659299
3028,PI,Campo Alegre do Fidalgo,-41.834399,-8.382357
3029,PI,Campo Grande do Piauí,-41.031486,-7.128274
3030,PI,Campo Largo do Piauí,-42.639991,-3.804411
3031,PI,Campo Maior,-42.164124,-4.821697
3032,PI,Canavieira,-43.72333,-7.688215
3033,PI,Canto do Buriti,-42.951721,-8.111101
3034,PI,Capitão Gervásio Oliveira,-41.813973,-8.496548
3035,PI,Capitão de Campos,-41.943999,-4.457
3036,PI,Caracol,-43.328998,-9.279333
3037,PI,Caraúbas do Piauí,-41.842517,-3.475249
3038,PI,Caridade do Piauí,-40.984763,-7.734349
3039,PI,Castelo do Piauí,-41.549865,-5.318693
3040,PI,Caxingó,-41.895476,-3.419044
3041,PI,Cocal,-41.554623,-3.472792
3042,PI,Cocal de Telha,-41.958668,-4.557098
3043,PI,Cocal dos Alves,-41.440197,-3.620471
3044,PI,Coivaras,-42.207951,-5.092242
3045,PI,Colônia do Gurguéia,-43.793999,-8.183697
3046,PI,Colônia do Piauí,-42.175555,-7.226512
3047,PI,Conceição do Canindé,-41.594193,-7.876378
3048,PI,Coronel José Dias,-42.523195,-8.813971
3049,PI,Corrente,-45.163348,-10.433349
3050,PI,Cristalândia do Piauí,-45.189262,-10.644311
3051,PI,Cristino Castro,-44.222972,-8.822731
3052,PI,Curimatá,-44.3002,-10.032608
3053,PI,Currais,-44.406194,-9.011755
3054,PI,Curral Novo do Piauí,-40.895704,-7.831302
3055,PI,Curralinhos,-42.837602,-5.608252
3056,PI,Demerval Lobão,-42.677583,-5.358752
3057,PI,Dirceu Arcoverde,-42.434792,-9.339386
3058,PI,Dom Expedito Lopes,-41.639632,-6.953319
3059,PI,Dom Inocêncio,-41.969733,-9.005158
3060,PI,Domingos Mourão,-41.268267,-4.249498
3061,PI,Elesbão Veloso,-42.135458,-6.199475
3062,PI,Eliseu Martins,-43.670481,-8.096286
3063,PI,Esperantina,-42.232422,-3.888631
3064,PI,Fartura do Piauí,-42.791176,-9.48342
3065,PI,Flores do Piauí,-42.918009,-7.787931
3066,PI,Floresta do Piauí,-41.788328,-7.466821
3067,PI,Floriano,-43.024136,-6.771821
3068,PI,Francinópolis,-42.259062,-6.393341
3069,PI,Francisco Ayres,-42.688149,-6.626064
3070,PI,Francisco Macedo,-40.787999,-7.331
3071,PI,Francisco Santos,-41.128789,-6.994914
3072,PI,Fronteiras,-40.614601,-7.081727
3073,PI,Geminiano,-41.340879,-7.154759
3074,PI,Gilbués,-45.342267,-9.830008
3075,PI,Guadalupe,-43.559441,-6.782848
3076,PI,Guaribas,-43.694341,-9.386465
3077,PI,Hugo Napoleão,-42.559755,-5.988597
3078,PI,Ilha Grande,-41.81858,-2.857737
3079,PI,Inhuma,-41.704127,-6.665001
3080,PI,Ipiranga do Piauí,-41.738086,-6.824215
3081,PI,Isaías Coelho,-41.673495,-7.735968
3082,PI,Itainópolis,-41.468713,-7.443357
3083,PI,Itaueira,-43.0249,-7.59989
3084,PI,Jacobina do Piauí,-41.207506,-7.930634
3085,PI,Jaicós,-41.137126,-7.362286
3086,PI,Jardim do Mulato,-42.629999,-6.099
3087,PI,Jatobá do Piauí,-41.816965,-4.770254
3088,PI,Jerumenha,-43.503319,-7.09128
3089,PI,Joaquim Pires,-42.186462,-3.501636
3090,PI,Joca Marques,-42.425517,-3.480399
3091,PI,José de Freitas,-42.574586,-4.751458
3092,PI,João Costa,-42.426379,-8.50736
3093,PI,Juazeiro do Piauí,-41.697561,-5.174589
3094,PI,Jurema,-43.133676,-9.219924
3095,PI,Júlio Borges,-44.238142,-10.32253
3096,PI,Lagoa Alegre,-42.630876,-4.515394
3097,PI,Lagoa de São Francisco,-41.596883,-4.385053
3098,PI,Lagoa do Barro do Piauí,-41.5342,-8.476734
3099,PI,Lagoa do Piauí,-42.643659,-5.418639
3100,PI,Lagoa do Sítio,-41.565304,-6.507664
3101,PI,Lagoinha do Piauí,-42.622325,-5.830742
3102,PI,Landri Sales,-43.936418,-7.259218
3103,PI,Luzilândia,-42.371757,-3.468296
3104,PI,Luís Correia,-41.664142,-2.88438
3105,PI,Madeiro,-42.498072,-3.486245
3106,PI,Manoel Emídio,-43.87549,-8.01234
3107,PI,Marcolândia,-40.660179,-7.441691
3108,PI,Marcos Parente,-43.892602,-7.115649
3109,PI,Massapê do Piauí,-41.110323,-7.474687
3110,PI,Matias Olímpio,-42.550654,-3.714917
3111,PI,Miguel Alves,-42.896301,-4.168575
3112,PI,Miguel Leão,-42.743594,-5.68077
3113,PI,Milton Brandão,-41.417343,-4.682946
3114,PI,Monsenhor Gil,-42.607493,-5.561999
3115,PI,Monsenhor Hipólito,-41.026003,-6.992754
3116,PI,Monte Alegre do Piauí,-45.303735,-9.753638
3117,PI,Morro Cabeça no Tempo,-43.907246,-9.718905
3118,PI,Morro do Chapéu do Piauí,-42.302442,-3.733374
3119,PI,Murici dos Portelas,-42.094,-3.319
3120,PI,Nazaré do Piauí,-42.677316,-6.970235
3121,PI,Nazária,-42.811532,-5.352268
3122,PI,Nossa Senhora de Nazaré,-42.172954,-4.630188
3123,PI,Nossa Senhora dos Remédios,-42.618408,-3.975744
3124,PI,Nova Santa Rita,-42.047127,-8.097073
3125,PI,Novo Oriente do Piauí,-41.926124,-6.44901
3126,PI,Novo Santo Antônio,-41.932533,-5.287487
3127,PI,Oeiras,-42.128298,-7.019153
3128,PI,Olho d`Água do Piauí,-42.559392,-5.841246
3129,PI,Padre Marcos,-40.899665,-7.351011
3130,PI,Paes Landim,-42.247444,-7.773745
3131,PI,Pajeú do Piauí,-42.82481,-7.855085
3132,PI,Palmeira do Piauí,-44.246618,-8.730761
3133,PI,Palmeirais,-43.056021,-5.970864
3134,PI,Paquetá,-41.700031,-7.103031
3135,PI,Parnaguá,-44.630018,-10.216642
3136,PI,Parnaíba,-41.775388,-2.905847
3137,PI,Passagem Franca do Piauí,-42.44363,-5.860365
3138,PI,Patos do Piauí,-41.240817,-7.67231
3139,PI,Pau D`Arco do Piauí,-42.390809,-5.260721
3140,PI,Paulistana,-41.143072,-8.134357
3141,PI,Pavussu,-43.228438,-7.96059
3142,PI,Pedro II,-41.448184,-4.425845
3143,PI,Pedro Laurentino,-42.284744,-8.068068
3144,PI,Picos,-41.467003,-7.077213
3145,PI,Pimenteiras,-41.411273,-6.238391
3146,PI,Pio IX,-40.608301,-6.830017
3147,PI,Piracuruca,-41.708779,-3.93335
3148,PI,Piripiri,-41.771569,-4.271574
3149,PI,Porto,-42.69982,-3.888154
3150,PI,Porto Alegre do Piauí,-44.183668,-6.964228
3151,PI,Prata do Piauí,-42.204644,-5.672653
3152,PI,Queimada Nova,-41.410614,-8.570637
3153,PI,Redenção do Gurguéia,-44.581145,-9.479368
3154,PI,Regeneração,-42.684193,-6.23115
3155,PI,Riacho Frio,-44.950326,-10.124378
3156,PI,Ribeira do Piauí,-42.712778,-7.690278
3157,PI,Ribeiro Gonçalves,-45.244737,-7.556505
3158,PI,Rio Grande do Piauí,-43.136886,-7.780291
3159,PI,Santa Cruz do Piauí,-41.760932,-7.178499
3160,PI,Santa Cruz dos Milagres,-41.950644,-5.805808
3161,PI,Santa Filomena,-45.911607,-9.112278
3162,PI,Santa Luz,-44.129567,-8.948795
3163,PI,Santa Rosa do Piauí,-42.281375,-6.79581
3164,PI,Santana do Piauí,-41.517767,-6.946961
3165,PI,Santo Antônio de Lisboa,-41.225202,-6.986762
3166,PI,Santo Antônio dos Milagres,-42.712322,-6.046473
3167,PI,Santo Inácio do Piauí,-41.906252,-7.42072
3168,PI,Sebastião Barros,-44.833718,-10.816978
3169,PI,Sebastião Leal,-44.059982,-7.568029
3170,PI,Sigefredo Pacheco,-41.731123,-4.916647
3171,PI,Simplício Mendes,-41.907533,-7.852944
3172,PI,Simões,-40.813731,-7.591095
3173,PI,Socorro do Piauí,-42.492179,-7.86773
3174,PI,Sussuapara,-41.376699,-7.036868
3175,PI,São Braz do Piauí,-43.007646,-9.057967
3176,PI,São Francisco de Assis do Piauí,-41.681028,-8.239207
3177,PI,São Francisco do Piauí,-42.54101,-7.246299
3178,PI,São Félix do Piauí,-42.117179,-5.934853
3179,PI,São Gonçalo do Gurguéia,-45.309219,-10.03195
3180,PI,São Gonçalo do Piauí,-42.709537,-5.993934
3181,PI,São José do Divino,-41.830793,-3.814114
3182,PI,São José do Peixe,-42.567162,-7.485535
3183,PI,São José do Piauí,-41.47311,-6.87194
3184,PI,São João da Canabrava,-41.341483,-6.812029
3185,PI,São João da Fronteira,-41.256921,-3.954975
3186,PI,São João da Serra,-41.892309,-5.510805
3187,PI,São João da Varjota,-41.888912,-6.940817
3188,PI,São João do Arraial,-42.44586,-3.818597
3189,PI,São João do Piauí,-42.255898,-8.354661
3190,PI,São Julião,-40.824638,-7.083906
3191,PI,São Lourenço do Piauí,-42.549552,-9.164633
3192,PI,São Luis do Piauí,-41.317454,-6.819363
3193,PI,São Miguel da Baixa Grande,-42.193423,-5.856457
3194,PI,São Miguel do Fidalgo,-42.367591,-7.597133
3195,PI,São Miguel do Tapuio,-41.316451,-5.497291
3196,PI,São Pedro do Piauí,-42.719211,-5.92078
3197,PI,São Raimundo Nonato,-42.698659,-9.012412
3198,PI,Tamboril do Piauí,-42.921107,-8.409369
3199,PI,Tanque do Piauí,-42.279515,-6.597869
3200,PI,Teresina,-42.803364,-5.091944
3201,PI,União,-42.858285,-4.585709
3202,PI,Uruçuí,-44.557683,-7.239439
3203,PI,Valença do Piauí,-41.737498,-6.403013
3204,PI,Vera Mendes,-41.467336,-7.597481
3205,PI,Vila Nova do Piauí,-40.934514,-7.132718
3206,PI,Várzea Branca,-42.969221,-9.238003
3207,PI,Várzea Grande,-42.247973,-6.548993
3208,PI,Wall Ferraz,-41.905037,-7.231511
3209,PI,Água Branca,-42.636961,-5.888564
3210,PR,Abatiá,-50.313281,-23.304863
3211,PR,Adrianópolis,-48.992164,-24.660607
3212,PR,Agudos do Sul,-49.334293,-25.9899
3213,PR,Almirante Tamandaré,-49.303733,-25.318819
3214,PR,Altamira do Paraná,-52.712829,-24.798293
3215,PR,Alto Paraná,-52.318893,-23.131247
3216,PR,Alto Paraíso,-53.728537,-23.508137
3217,PR,Alto Piquiri,-53.440045,-24.022427
3218,PR,Altônia,-53.895809,-23.875916
3219,PR,Alvorada do Sul,-51.229709,-22.781282
3220,PR,Amaporã,-52.786597,-23.094272
3221,PR,Ampére,-53.46864,-25.916791
3222,PR,Anahy,-53.133235,-24.644865
3223,PR,Andirá,-50.230359,-23.053267
3224,PR,Antonina,-48.719113,-25.438597
3225,PR,Antônio Olinto,-50.197183,-25.98038
3226,PR,Apucarana,-51.463486,-23.549961
3227,PR,Arapongas,-51.42592,-23.415296
3228,PR,Arapoti,-49.828453,-24.154798
3229,PR,Arapuã,-51.785637,-24.313181
3230,PR,Araruna,-52.502101,-23.9315
3231,PR,Araucária,-49.404748,-25.585939
3232,PR,Ariranha do Ivaí,-51.583935,-24.385708
3233,PR,Assaí,-50.845925,-23.369679
3234,PR,Assis Chateaubriand,-53.521327,-24.416826
3235,PR,Astorga,-51.666777,-23.231827
3236,PR,Atalaia,-52.055096,-23.151721
3237,PR,Balsa Nova,-49.629079,-25.58037
3238,PR,Bandeirantes,-50.370407,-23.107788
3239,PR,Barbosa Ferraz,-52.003963,-24.033382
3240,PR,Barra do Jacaré,-50.184162,-23.116041
3241,PR,Barracão,-53.632385,-26.25023
3242,PR,Bela Vista da Caroba,-53.672505,-25.884179
3243,PR,Bela Vista do Paraíso,-51.192657,-22.993653
3244,PR,Bituruna,-51.551792,-26.160746
3245,PR,Boa Esperança,-52.78756,-24.246738
3246,PR,Boa Esperança do Iguaçu,-53.210818,-25.632435
3247,PR,Boa Ventura de São Roque,-51.627612,-24.868797
3248,PR,Boa Vista da Aparecida,-53.411694,-25.430755
3249,PR,Bocaiúva do Sul,-49.114131,-25.206591
3250,PR,Bom Jesus do Sul,-53.595493,-26.195802
3251,PR,Bom Sucesso,-51.767056,-23.706313
3252,PR,Bom Sucesso do Sul,-52.835297,-26.073113
3253,PR,Borrazópolis,-51.587507,-23.936607
3254,PR,Braganey,-53.121787,-24.81734
3255,PR,Brasilândia do Sul,-53.527527,-24.197762
3256,PR,Cafeara,-51.714195,-22.78905
3257,PR,Cafelândia,-53.320705,-24.618862
3258,PR,Cafezal do Sul,-53.512418,-23.900508
3259,PR,Califórnia,-51.357367,-23.656587
3260,PR,Cambará,-50.075281,-23.042273
3261,PR,Cambira,-51.579152,-23.589018
3262,PR,Cambé,-51.279832,-23.276575
3263,PR,Campina Grande do Sul,-49.055096,-25.30439
3264,PR,Campina da Lagoa,-52.79759,-24.589323
3265,PR,Campina do Simão,-51.82371,-25.080171
3266,PR,Campo Bonito,-52.993933,-25.029445
3267,PR,Campo Largo,-49.529026,-25.452535
3268,PR,Campo Magro,-49.450092,-25.368685
3269,PR,Campo Mourão,-52.37802,-24.046329
3270,PR,Campo do Tenente,-49.684364,-25.980014
3271,PR,Candói,-52.040876,-25.575847
3272,PR,Cantagalo,-52.119818,-25.373359
3273,PR,Capanema,-53.805508,-25.669099
3274,PR,Capitão Leônidas Marques,-53.611238,-25.481645
3275,PR,Carambeí,-50.098624,-24.915237
3276,PR,Carlópolis,-49.723486,-23.426897
3277,PR,Cascavel,-53.459005,-24.957301
3278,PR,Castro,-50.010767,-24.789086
3279,PR,Catanduvas,-53.154826,-25.204356
3280,PR,Centenário do Sul,-51.597268,-22.818764
3281,PR,Cerro Azul,-49.253626,-24.822128
3282,PR,Chopinzinho,-52.517293,-25.851546
3283,PR,Cianorte,-52.605444,-23.659859
3284,PR,Cidade Gaúcha,-52.943575,-23.377186
3285,PR,Clevelândia,-52.350794,-26.404288
3286,PR,Colombo,-49.22616,-25.292487
3287,PR,Colorado,-51.974301,-22.837422
3288,PR,Congonhinhas,-50.556872,-23.54931
3289,PR,Conselheiro Mairinck,-50.170803,-23.626382
3290,PR,Contenda,-49.535044,-25.678811
3291,PR,Corbélia,-53.300576,-24.797122
3292,PR,Cornélio Procópio,-50.64977,-23.182911
3293,PR,Coronel Domingos Soares,-52.03565,-26.227684
3294,PR,Coronel Vivida,-52.564054,-25.976686
3295,PR,Corumbataí do Sul,-52.11766,-24.100956
3296,PR,Cruz Machado,-51.342965,-26.01664
3297,PR,Cruzeiro do Iguaçu,-53.128484,-25.619214
3298,PR,Cruzeiro do Oeste,-53.077442,-23.779943
3299,PR,Cruzeiro do Sul,-52.16221,-22.96244
3300,PR,Cruzmaltina,-51.456331,-24.013218
3301,PR,Curitiba,-49.264622,-25.419547
3302,PR,Curiúva,-50.457638,-24.036168
3303,PR,Cândido de Abreu,-51.33719,-24.564895
3304,PR,Céu Azul,-53.841473,-25.148876
3305,PR,Diamante d`Oeste,-54.105157,-24.941858
3306,PR,Diamante do Norte,-52.861662,-22.654967
3307,PR,Diamante do Sul,-52.676782,-25.035007
3308,PR,Dois Vizinhos,-53.057016,-25.740694
3309,PR,Douradina,-53.291794,-23.38072
3310,PR,Doutor Camargo,-52.21781,-23.558152
3311,PR,Doutor Ulysses,-49.421931,-24.566546
3312,PR,Engenheiro Beltrão,-52.265877,-23.797028
3313,PR,Entre Rios do Oeste,-54.238507,-24.70421
3314,PR,Enéas Marques,-53.16586,-25.944525
3315,PR,Esperança Nova,-53.810979,-23.723782
3316,PR,Espigão Alto do Iguaçu,-52.834798,-25.421635
3317,PR,Farol,-52.621693,-24.095842
3318,PR,Faxinal,-51.322665,-24.007671
3319,PR,Fazenda Rio Grande,-49.30731,-25.662354
3320,PR,Fernandes Pinheiro,-50.545601,-25.410742
3321,PR,Figueira,-50.403068,-23.845542
3322,PR,Flor da Serra do Sul,-53.309213,-26.252326
3323,PR,Floraí,-52.302885,-23.317808
3324,PR,Floresta,-52.080656,-23.603054
3325,PR,Florestópolis,-51.388157,-22.862263
3326,PR,Flórida,-51.954559,-23.084703
3327,PR,Formosa do Oeste,-53.311378,-24.295097
3328,PR,Foz do Iguaçu,-54.582689,-25.542748
3329,PR,Foz do Jordão,-52.118829,-25.737094
3330,PR,Francisco Alves,-53.846124,-24.066725
3331,PR,Francisco Beltrão,-53.053466,-26.081677
3332,PR,Fênix,-51.980522,-23.913547
3333,PR,General Carneiro,-51.317224,-26.424974
3334,PR,Godoy Moreira,-51.924636,-24.17298
3335,PR,Goioerê,-53.024842,-24.183481
3336,PR,Goioxim,-51.991091,-25.192652
3337,PR,Grandes Rios,-51.509378,-24.146606
3338,PR,Guairaçá,-52.690625,-22.931978
3339,PR,Guamiranga,-50.802109,-25.191167
3340,PR,Guapirama,-50.040699,-23.52035
3341,PR,Guaporema,-52.778605,-23.340218
3342,PR,Guaraci,-51.650406,-22.969426
3343,PR,Guaraniaçu,-52.875531,-25.096822
3344,PR,Guarapuava,-51.462317,-25.390237
3345,PR,Guaraqueçaba,-48.320426,-25.307056
3346,PR,Guaratuba,-48.575223,-25.881672
3347,PR,Guaíra,-54.257327,-24.085005
3348,PR,Honório Serpa,-52.384839,-26.139021
3349,PR,Ibaiti,-50.193208,-23.847822
3350,PR,Ibema,-53.014616,-25.111335
3351,PR,Ibiporã,-51.052243,-23.265941
3352,PR,Icaraíma,-53.614979,-23.394354
3353,PR,Iguaraçu,-51.825552,-23.194896
3354,PR,Iguatu,-53.082724,-24.715277
3355,PR,Imbaú,-50.753269,-24.44801
3356,PR,Imbituva,-50.598856,-25.228538
3357,PR,Inajá,-52.199499,-22.750929
3358,PR,Indianópolis,-52.698865,-23.476234
3359,PR,Inácio Martins,-51.076925,-25.570395
3360,PR,Ipiranga,-50.579378,-25.023769
3361,PR,Iporã,-53.706031,-24.008349
3362,PR,Iracema do Oeste,-53.35279,-24.426155
3363,PR,Irati,-50.649287,-25.469663
3364,PR,Iretama,-52.101161,-24.42529
3365,PR,Itaguajé,-51.967351,-22.618282
3366,PR,Itaipulândia,-54.300102,-25.136623
3367,PR,Itambaracá,-50.409654,-23.018113
3368,PR,Itambé,-51.991236,-23.660056
3369,PR,Itapejara d`Oeste,-52.813823,-25.96203
3370,PR,Itaperuçu,-49.345427,-25.21926
3371,PR,Itaúna do Sul,-52.887395,-22.728942
3372,PR,Ivaiporã,-51.675426,-24.248533
3373,PR,Ivatuba,-52.220272,-23.618722
3374,PR,Ivaté,-53.368705,-23.407206
3375,PR,Ivaí,-50.857041,-25.006734
3376,PR,Jaboti,-50.072904,-23.743502
3377,PR,Jacarezinho,-49.973889,-23.159115
3378,PR,Jaguapitã,-51.534195,-23.110388
3379,PR,Jaguariaíva,-49.706642,-24.24389
3380,PR,Jandaia do Sul,-51.644819,-23.601089
3381,PR,Janiópolis,-52.77836,-24.140124
3382,PR,Japira,-50.142211,-23.814227
3383,PR,Japurá,-52.55572,-23.469273
3384,PR,Jardim Alegre,-51.690197,-24.180913
3385,PR,Jardim Olinda,-52.050298,-22.552255
3386,PR,Jataizinho,-50.977748,-23.257815
3387,PR,Jesuítas,-53.38492,-24.383918
3388,PR,Joaquim Távora,-49.908998,-23.498654
3389,PR,Jundiaí do Sul,-50.249579,-23.435671
3390,PR,Juranda,-52.841344,-24.420866
3391,PR,Jussara,-52.46931,-23.621931
3392,PR,Kaloré,-51.668709,-23.818835
3393,PR,Lapa,-49.716777,-25.76709
3394,PR,Laranjal,-52.470041,-24.886153
3395,PR,Laranjeiras do Sul,-52.410854,-25.407672
3396,PR,Leópolis,-50.751085,-23.081781
3397,PR,Lidianópolis,-51.650629,-24.10997
3398,PR,Lindoeste,-53.573298,-25.259616
3399,PR,Loanda,-53.136216,-22.923194
3400,PR,Lobato,-51.952419,-23.005782
3401,PR,Londrina,-51.1691,-23.303975
3402,PR,Luiziana,-52.269022,-24.285284
3403,PR,Lunardelli,-51.736783,-24.082055
3404,PR,Lupionópolis,-51.660085,-22.754987
3405,PR,Mallet,-50.817346,-25.880588
3406,PR,Mamborê,-52.527119,-24.316951
3407,PR,Mandaguari,-51.671027,-23.54459
3408,PR,Mandaguaçu,-52.094369,-23.345766
3409,PR,Mandirituba,-49.328225,-25.777036
3410,PR,Manfrinópolis,-53.315257,-26.147968
3411,PR,Mangueirinha,-52.174275,-25.942102
3412,PR,Manoel Ribas,-51.665822,-24.514363
3413,PR,Marechal Cândido Rondon,-54.056115,-24.557891
3414,PR,Maria Helena,-53.205333,-23.615754
3415,PR,Marialva,-51.792802,-23.484316
3416,PR,Marilena,-53.040239,-22.733552
3417,PR,Mariluz,-53.143242,-24.008888
3418,PR,Marilândia do Sul,-51.313737,-23.742534
3419,PR,Maringá,-51.933298,-23.420545
3420,PR,Maripá,-53.828641,-24.419978
3421,PR,Mariópolis,-52.549736,-26.351072
3422,PR,Marmeleiro,-53.026741,-26.1472
3423,PR,Marquinho,-52.249676,-25.112
3424,PR,Marumbi,-51.640374,-23.705764
3425,PR,Matelândia,-53.993492,-25.249571
3426,PR,Matinhos,-48.549012,-25.823655
3427,PR,Mato Rico,-52.14544,-24.699538
3428,PR,Mauá da Serra,-51.227732,-23.898761
3429,PR,Medianeira,-54.094308,-25.297665
3430,PR,Mercedes,-54.161826,-24.453791
3431,PR,Mirador,-52.776081,-23.254951
3432,PR,Miraselva,-51.484606,-22.965663
3433,PR,Missal,-54.247664,-25.091855
3434,PR,Moreira Sales,-53.00564,-24.052657
3435,PR,Morretes,-48.834533,-25.474365
3436,PR,Munhoz de Melo,-51.773162,-23.14601
3437,PR,Nossa Senhora das Graças,-51.797764,-22.912926
3438,PR,Nova Aliança do Ivaí,-52.603244,-23.176271
3439,PR,Nova América da Colina,-50.716821,-23.330772
3440,PR,Nova Aurora,-53.257449,-24.528859
3441,PR,Nova Cantu,-52.566078,-24.672324
3442,PR,Nova Esperança,-52.203139,-23.18202
3443,PR,Nova Esperança do Sudoeste,-53.26524,-25.90607
3444,PR,Nova Fátima,-50.566507,-23.432447
3445,PR,Nova Laranjeiras,-52.544682,-25.305376
3446,PR,Nova Londrina,-52.98677,-22.763931
3447,PR,Nova Olímpia,-53.089799,-23.470252
3448,PR,Nova Prata do Iguaçu,-53.346862,-25.630908
3449,PR,Nova Santa Bárbara,-50.759798,-23.586534
3450,PR,Nova Santa Rosa,-53.955249,-24.469293
3451,PR,Nova Tebas,-51.945357,-24.437958
3452,PR,Novo Itacolomi,-51.50789,-23.76308
3453,PR,Ortigueira,-50.918508,-24.205811
3454,PR,Ourizona,-52.19638,-23.405342
3455,PR,Ouro Verde do Oeste,-53.904303,-24.793258
3456,PR,Paiçandu,-52.046013,-23.455534
3457,PR,Palmas,-51.988812,-26.483868
3458,PR,Palmeira,-50.007027,-25.425716
3459,PR,Palmital,-52.202854,-24.885301
3460,PR,Palotina,-53.840422,-24.286784
3461,PR,Paranacity,-52.154946,-22.929713
3462,PR,Paranaguá,-48.522528,-25.516078
3463,PR,Paranapoema,-52.09052,-22.64124
3464,PR,Paranavaí,-52.461724,-23.08165
3465,PR,Paraíso do Norte,-52.605429,-23.28242
3466,PR,Pato Bragado,-54.228115,-24.624625
3467,PR,Pato Branco,-52.67063,-26.229237
3468,PR,Paula Freitas,-50.930983,-26.210513
3469,PR,Paulo Frontin,-50.830423,-26.046565
3470,PR,Peabiru,-52.343107,-23.914013
3471,PR,Perobal,-53.409838,-23.894861
3472,PR,Pinhais,-49.19267,-25.442949
3473,PR,Pinhal de São Bento,-53.481998,-26.032422
3474,PR,Pinhalão,-50.053571,-23.798176
3475,PR,Pinhão,-51.653595,-25.694388
3476,PR,Piraquara,-49.062411,-25.442171
3477,PR,Piraí do Sul,-49.943312,-24.530637
3478,PR,Pitanga,-51.759645,-24.758773
3479,PR,Pitangueiras,-51.587277,-23.228134
3480,PR,Piên,-49.433565,-26.09647
3481,PR,Planaltina do Paraná,-52.916242,-23.010146
3482,PR,Planalto,-53.764234,-25.721135
3483,PR,Ponta Grossa,-50.166787,-25.091622
3484,PR,Pontal do Paraná,-48.511062,-25.673533
3485,PR,Porecatu,-51.37949,-22.753724
3486,PR,Porto Amazonas,-49.894591,-25.540002
3487,PR,Porto Barreiro,-52.406744,-25.547696
3488,PR,Porto Rico,-53.267731,-22.774742
3489,PR,Porto Vitória,-51.230976,-26.167404
3490,PR,Prado Ferreira,-51.442883,-23.035698
3491,PR,Pranchita,-53.741112,-26.021968
3492,PR,Presidente Castelo Branco,-52.153563,-23.278233
3493,PR,Primeiro de Maio,-51.029251,-22.851714
3494,PR,Prudentópolis,-50.975396,-25.211083
3495,PR,Pérola,-53.683353,-23.803898
3496,PR,Pérola d`Oeste,-53.744742,-25.820958
3497,PR,Quarto Centenário,-53.075884,-24.277499
3498,PR,Quatiguá,-49.91601,-23.567056
3499,PR,Quatro Barras,-49.076306,-25.367317
3500,PR,Quatro Pontes,-53.975885,-24.575152
3501,PR,Quedas do Iguaçu,-52.910231,-25.449161
3502,PR,Querência do Norte,-53.483022,-23.083758
3503,PR,Quinta do Sol,-52.130908,-23.853272
3504,PR,Quitandinha,-49.497327,-25.873438
3505,PR,Ramilândia,-54.023015,-25.119472
3506,PR,Rancho Alegre,-50.914453,-23.067594
3507,PR,Rancho Alegre d`Oeste,-52.949883,-24.303548
3508,PR,Realeza,-53.52603,-25.771093
3509,PR,Rebouças,-50.687727,-25.623198
3510,PR,Renascença,-52.970349,-26.158837
3511,PR,Reserva,-50.846604,-24.649169
3512,PR,Reserva do Iguaçu,-52.027215,-25.831905
3513,PR,Ribeirão Claro,-49.759742,-23.194132
3514,PR,Ribeirão do Pinhal,-50.360145,-23.409068
3515,PR,Rio Azul,-50.798543,-25.73058
3516,PR,Rio Bom,-51.41224,-23.760583
3517,PR,Rio Bonito do Iguaçu,-52.529206,-25.487384
3518,PR,Rio Branco do Ivaí,-51.318684,-24.324449
3519,PR,Rio Branco do Sul,-49.311546,-25.189189
3520,PR,Rio Negro,-49.79823,-26.095021
3521,PR,Rolândia,-51.365928,-23.31012
3522,PR,Roncador,-52.271569,-24.595795
3523,PR,Rondon,-52.765877,-23.411958
3524,PR,Rosário do Ivaí,-51.272007,-24.26824
3525,PR,Sabáudia,-51.555005,-23.315512
3526,PR,Salgado Filho,-53.363116,-26.177664
3527,PR,Salto do Itararé,-49.635384,-23.607356
3528,PR,Salto do Lontra,-53.313528,-25.781257
3529,PR,Santa Amélia,-50.428765,-23.265421
3530,PR,Santa Cecília do Pavão,-50.783528,-23.520081
3531,PR,Santa Cruz de Monte Castelo,-53.296342,-22.954225
3532,PR,Santa Fé,-51.808014,-23.039993
3533,PR,Santa Helena,-54.33601,-24.858494
3534,PR,Santa Inês,-51.902385,-22.637595
3535,PR,Santa Isabel do Ivaí,-53.19889,-23.002482
3536,PR,Santa Izabel do Oeste,-53.480146,-25.821652
3537,PR,Santa Lúcia,-53.563796,-25.410355
3538,PR,Santa Maria do Oeste,-51.869564,-24.937701
3539,PR,Santa Mariana,-50.516728,-23.14652
