,uf,municipio,longitude,latitude
1948,MG,Piedade dos Gerais,-44.224335,-20.471513
1949,MG,Pimenta,-45.804877,-20.482722
1950,MG,Pingo-d`Água,-42.407788,-19.727339
1951,MG,Pintópolis,-45.14017,-16.057205
1952,MG,Piracema,-44.478323,-20.508866
1953,MG,Pirajuba,-48.70269,-19.909206
1954,MG,Piranga,-43.296701,-20.683407
1955,MG,Piranguinho,-45.532405,-22.394961
1956,MG,Piranguçu,-45.494528,-22.524932
1957,MG,Pirapetinga,-42.34339,-21.655434
1958,MG,Pirapora,-44.934009,-17.33917
1959,MG,Piraúba,-43.017218,-21.282492
1960,MG,Pitangui,-44.896362,-19.674112
1961,MG,Piumhi,-45.95891,-20.47623
1962,MG,Planura,-48.700001,-20.137601
1963,MG,Pocrane,-41.633425,-19.620795
1964,MG,Pompéu,-45.014107,-19.22566
1965,MG,Ponte Nova,-42.897819,-20.4111
1966,MG,Ponto Chique,-45.05877,-16.628233
1967,MG,Ponto dos Volantes,-41.502477,-16.747314
1968,MG,Porteirinha,-43.02809,-15.74042
1969,MG,Porto Firme,-43.08341,-20.664191
1970,MG,Poté,-41.786044,-17.807698
1971,MG,Pouso Alegre,-45.938935,-22.22659
1972,MG,Pouso Alto,-44.974813,-22.19637
1973,MG,Poço Fundo,-45.96575,-21.780002
1974,MG,Poços de Caldas,-46.569184,-21.779975
1975,MG,Prados,-44.077798,-21.059748
1976,MG,Prata,-48.927625,-19.308607
1977,MG,Pratinha,-46.375537,-19.738975
1978,MG,Pratápolis,-46.862402,-20.74105
1979,MG,Presidente Bernardes,-43.189532,-20.76557
1980,MG,Presidente Juscelino,-44.060032,-18.640106
1981,MG,Presidente Kubitschek,-43.562774,-18.619252
1982,MG,Presidente Olegário,-46.416502,-18.40961
1983,MG,Prudente de Morais,-44.159074,-19.474213
1984,MG,Quartel Geral,-45.556915,-19.270328
1985,MG,Queluzito,-43.885084,-20.741562
1986,MG,Raposos,-43.807941,-19.96358
1987,MG,Raul Soares,-42.450197,-20.10611
1988,MG,Recreio,-42.4676,-21.528893
1989,MG,Reduto,-41.984835,-20.240089
1990,MG,Resende Costa,-44.24071,-20.917072
1991,MG,Resplendor,-41.246214,-19.319437
1992,MG,Ressaquinha,-43.75983,-21.06419
1993,MG,Riachinho,-45.988755,-16.225802
1994,MG,Riacho dos Machados,-43.048796,-16.009131
1995,MG,Ribeirão Vermelho,-45.06368,-21.187861
1996,MG,Ribeirão das Neves,-44.08445,-19.762076
1997,MG,Rio Acima,-43.787786,-20.087553
1998,MG,Rio Casca,-42.646209,-20.228542
1999,MG,Rio Doce,-42.899497,-20.241171
2000,MG,Rio Espera,-43.472076,-20.855001
2001,MG,Rio Manso,-44.306867,-20.26657
2002,MG,Rio Novo,-43.116805,-21.464899
2003,MG,Rio Paranaíba,-46.245482,-19.186138
2004,MG,Rio Pardo de Minas,-42.5405,-15.616028
2005,MG,Rio Piracicaba,-43.182919,-19.92836
2006,MG,Rio Pomba,-43.169625,-21.271152
2007,MG,Rio Preto,-43.829325,-22.086092
2008,MG,Rio Vermelho,-43.001783,-18.292155
2009,MG,Rio do Prado,-40.571371,-16.605648
2010,MG,Ritápolis,-44.320435,-21.027564
2011,MG,Rochedo de Minas,-43.016547,-21.628397
2012,MG,Rodeiro,-42.858622,-21.203467
2013,MG,Romaria,-47.578221,-18.883807
2014,MG,Rosário da Limeira,-42.511196,-20.981227
2015,MG,Rubelita,-42.261042,-16.40527
2016,MG,Rubim,-40.539714,-16.377494
2017,MG,Sabará,-43.82631,-19.884045
2018,MG,Sabinópolis,-43.075243,-18.665326
2019,MG,Sacramento,-47.450823,-19.862172
2020,MG,Salinas,-42.296406,-16.175265
2021,MG,Salto da Divisa,-39.939088,-16.006327
2022,MG,Santa Bárbara,-43.410145,-19.960358
2023,MG,Santa Bárbara do Leste,-42.145746,-19.975295
2024,MG,Santa Bárbara do Monte Verde,-43.702727,-21.959179
2025,MG,Santa Bárbara do Tugúrio,-43.560746,-21.243118
2026,MG,Santa Cruz de Minas,-44.220251,-21.124148
2027,MG,Santa Cruz de Salinas,-41.741767,-16.096717
2028,MG,Santa Cruz do Escalvado,-42.816886,-20.237238
2029,MG,Santa Efigênia de Minas,-42.438832,-18.823464
2030,MG,Santa Fé de Minas,-45.410207,-16.685947
2031,MG,Santa Helena de Minas,-40.67272,-16.970719
2032,MG,Santa Juliana,-47.532251,-19.310772
2033,MG,Santa Luzia,-43.849658,-19.754824
2034,MG,Santa Margarida,-42.251914,-20.383855
2035,MG,Santa Maria de Itabira,-43.106446,-19.4431
2036,MG,Santa Maria do Salto,-40.151164,-16.247895
2037,MG,Santa Maria do Suaçuí,-42.413899,-18.189581
2038,MG,Santa Rita de Caldas,-46.338501,-22.029192
2039,MG,Santa Rita de Ibitipoca,-43.916278,-21.565827
2040,MG,Santa Rita de Jacutinga,-44.0977,-22.147386
2041,MG,Santa Rita de Minas,-42.136277,-19.876046
2042,MG,Santa Rita do Itueto,-41.382084,-19.357649
2043,MG,Santa Rita do Sapucaí,-45.703405,-22.246141
2044,MG,Santa Rosa da Serra,-45.961081,-19.51861
2045,MG,Santa Vitória,-50.120759,-18.841398
2046,MG,Santana da Vargem,-45.500526,-21.244903
2047,MG,Santana de Cataguases,-42.552357,-21.289277
2048,MG,Santana de Pirapama,-44.040913,-18.996242
2049,MG,Santana do Deserto,-43.158323,-21.951208
2050,MG,Santana do Garambéu,-44.105044,-21.598344
2051,MG,Santana do Jacaré,-45.128506,-20.900714
2052,MG,Santana do Manhuaçu,-41.927839,-20.103106
2053,MG,Santana do Paraíso,-42.544573,-19.36607
2054,MG,Santana do Riacho,-43.72195,-19.166236
2055,MG,Santana dos Montes,-43.694885,-20.786799
2056,MG,Santo Antônio do Amparo,-44.917608,-20.943044
2057,MG,Santo Antônio do Aventureiro,-42.811457,-21.760572
2058,MG,Santo Antônio do Grama,-42.604689,-20.318471
2059,MG,Santo Antônio do Itambé,-43.300569,-18.460947
2060,MG,Santo Antônio do Jacinto,-40.181741,-16.533206
2061,MG,Santo Antônio do Monte,-45.294724,-20.085003
2062,MG,Santo Antônio do Retiro,-42.617092,-15.339271
2063,MG,Santo Antônio do Rio Abaixo,-43.260414,-19.237366
2064,MG,Santo Hipólito,-44.222857,-18.296768
2065,MG,Santos Dumont,-43.549876,-21.463377
2066,MG,Sapucaí-Mirim,-45.737958,-22.740899
2067,MG,Sardoá,-42.362938,-18.782799
2068,MG,Sarzedo,-44.1446,-20.036667
2069,MG,Sem-Peixe,-42.848331,-20.100845
2070,MG,Senador Amaral,-46.176329,-22.586897
2071,MG,Senador Cortes,-42.942375,-21.798562
2072,MG,Senador Firmino,-43.090431,-20.915762
2073,MG,Senador José Bento,-46.179226,-22.163327
2074,MG,Senador Modestino Gonçalves,-43.21717,-17.94652
2075,MG,Senhora de Oliveira,-43.339432,-20.797221
2076,MG,Senhora do Porto,-43.079875,-18.890894
2077,MG,Senhora dos Remédios,-43.581213,-21.03508
2078,MG,Sericita,-42.482776,-20.47484
2079,MG,Seritinga,-44.517965,-21.913367
2080,MG,Serra Azul de Minas,-43.16746,-18.360154
2081,MG,Serra da Saudade,-45.794976,-19.444669
2082,MG,Serra do Salitre,-46.696053,-19.108334
2083,MG,Serra dos Aimorés,-40.245252,-17.787172
2084,MG,Serrania,-46.041701,-21.544145
2085,MG,Serranos,-44.512487,-21.88573
2086,MG,Serranópolis de Minas,-42.873156,-15.817567
2087,MG,Serro,-43.374399,-18.599103
2088,MG,Sete Lagoas,-44.241255,-19.456902
2089,MG,Setubinha,-42.158669,-17.600202
2090,MG,Silveirânia,-43.212843,-21.16148
2091,MG,Silvianópolis,-45.838517,-22.02741
2092,MG,Simonésia,-42.009052,-20.134097
2093,MG,Simão Pereira,-43.308794,-21.96396
2094,MG,Sobrália,-42.099806,-19.234465
2095,MG,Soledade de Minas,-45.046417,-22.055432
2096,MG,São Bento Abade,-45.069931,-21.583927
2097,MG,São Brás do Suaçuí,-43.951465,-20.624166
2098,MG,São Domingos das Dores,-42.010638,-19.524595
2099,MG,São Domingos do Prata,-42.971031,-19.867822
2100,MG,São Francisco,-44.859284,-15.951449
2101,MG,São Francisco de Paula,-44.983763,-20.703625
2102,MG,São Francisco de Sales,-49.772693,-19.861122
2103,MG,São Francisco do Glória,-42.267275,-20.792297
2104,MG,São Félix de Minas,-41.488861,-18.595902
2105,MG,São Geraldo,-42.836358,-20.925231
2106,MG,São Geraldo da Piedade,-42.286665,-18.841119
2107,MG,São Geraldo do Baixio,-41.362964,-18.909668
2108,MG,São Gonçalo do Abaeté,-45.826475,-18.33147
2109,MG,São Gonçalo do Pará,-44.85931,-19.982173
2110,MG,São Gonçalo do Rio Abaixo,-43.365987,-19.8221
2111,MG,São Gonçalo do Rio Preto,-43.385389,-18.002549
2112,MG,São Gonçalo do Sapucaí,-45.589344,-21.893223
2113,MG,São Gotardo,-46.046475,-19.308727
2114,MG,São Joaquim de Bicas,-44.274949,-20.047971
2115,MG,São José da Barra,-46.312968,-20.717808
2116,MG,São José da Lapa,-43.958637,-19.697106
2117,MG,São José da Safira,-42.143061,-18.324266
2118,MG,São José da Varginha,-44.55596,-19.700566
2119,MG,São José do Alegre,-45.525837,-22.324269
2120,MG,São José do Divino,-41.390671,-18.479304
2121,MG,São José do Goiabal,-42.70355,-19.921431
2122,MG,São José do Jacuri,-42.67293,-18.281037
2123,MG,São José do Mantimento,-41.748591,-20.005756
2124,MG,São João Batista do Glória,-46.507966,-20.634996
2125,MG,São João Evangelista,-42.765504,-18.548001
2126,MG,São João Nepomuceno,-43.006876,-21.538133
2127,MG,São João da Lagoa,-44.350726,-16.845535
2128,MG,São João da Mata,-45.929727,-21.927998
2129,MG,São João da Ponte,-44.009612,-15.927088
2130,MG,São João das Missões,-44.092201,-14.885852
2131,MG,São João del Rei,-44.252646,-21.131054
2132,MG,São João do Manhuaçu,-42.153283,-20.393315
2133,MG,São João do Manteninha,-41.162837,-18.722988
2134,MG,São João do Oriente,-42.157502,-19.338445
2135,MG,São João do Pacuí,-44.513355,-16.537314
2136,MG,São João do Paraíso,-42.021342,-15.316799
2137,MG,São Lourenço,-45.050597,-22.116588
2138,MG,São Miguel do Anta,-42.717389,-20.706665
2139,MG,São Pedro da União,-46.6123,-21.130975
2140,MG,São Pedro do Suaçuí,-42.598137,-18.360926
2141,MG,São Pedro dos Ferros,-42.525086,-20.173228
2142,MG,São Romão,-45.07489,-16.364118
2143,MG,São Roque de Minas,-46.363873,-20.249014
2144,MG,São Sebastião da Bela Vista,-45.754639,-22.158327
2145,MG,São Sebastião da Vargem Alegre,-42.634672,-21.073656
2146,MG,São Sebastião do Anta,-41.985034,-19.506407
2147,MG,São Sebastião do Maranhão,-42.565853,-18.087252
2148,MG,São Sebastião do Oeste,-45.006332,-20.275843
2149,MG,São Sebastião do Paraíso,-46.983703,-20.916734
2150,MG,São Sebastião do Rio Preto,-43.17567,-19.295906
2151,MG,São Sebastião do Rio Verde,-44.976116,-22.218293
2152,MG,São Thomé das Letras,-44.98483,-21.725804
2153,MG,São Tiago,-44.509837,-20.907471
2154,MG,São Tomás de Aquino,-47.096195,-20.779063
2155,MG,São Vicente de Minas,-44.443064,-21.704217
2156,MG,Tabuleiro,-43.238055,-21.363248
2157,MG,Taiobeiras,-42.225944,-15.810619
2158,MG,Taparuba,-41.607981,-19.762079
2159,MG,Tapira,-46.826397,-19.916619
2160,MG,Tapiraí,-46.022072,-19.893587
2161,MG,Taquaraçu de Minas,-43.692226,-19.665186
2162,MG,Tarumirim,-42.009699,-19.283475
2163,MG,Teixeiras,-42.856395,-20.656083
2164,MG,Teófilo Otoni,-41.508717,-17.859534
2165,MG,Timóteo,-42.64713,-19.581086
2166,MG,Tiradentes,-44.174421,-21.110232
2167,MG,Tiros,-45.962648,-19.00373
2168,MG,Tocantins,-43.012702,-21.177411
2169,MG,Tocos do Moji,-46.097067,-22.369797
2170,MG,Toledo,-46.372772,-22.742133
2171,MG,Tombos,-42.022774,-20.908628
2172,MG,Três Corações,-45.251117,-21.692091
2173,MG,Três Marias,-45.247289,-18.204795
2174,MG,Três Pontas,-45.510886,-21.36944
2175,MG,Tumiritinga,-41.652674,-18.984446
2176,MG,Tupaciguara,-48.69854,-18.586591
2177,MG,Turmalina,-42.728476,-17.282825
2178,MG,Turvolândia,-45.785948,-21.873342
2179,MG,Ubaporanga,-42.105925,-19.635051
2180,MG,Ubaí,-44.778251,-16.288505
2181,MG,Uberaba,-47.938073,-19.747205
2182,MG,Uberlândia,-48.274934,-18.914142
2183,MG,Ubá,-42.935931,-21.120444
2184,MG,Umburatiba,-40.577937,-17.254804
2185,MG,Unaí,-46.902157,-16.359212
2186,MG,União de Minas,-50.338019,-19.529861
2187,MG,Uruana de Minas,-46.244306,-16.063384
2188,MG,Urucuia,-45.735199,-16.124412
2189,MG,Urucânia,-42.736989,-20.352088
2190,MG,Vargem Alegre,-42.294927,-19.598762
2191,MG,Vargem Bonita,-46.368824,-20.333265
2192,MG,Vargem Grande do Rio Pardo,-42.308507,-15.398737
2193,MG,Varginha,-45.436424,-21.555581
2194,MG,Varjão de Minas,-46.031318,-18.374102
2195,MG,Varzelândia,-44.027839,-15.699154
2196,MG,Vazante,-46.908826,-17.982732
2197,MG,Verdelândia,-43.612137,-15.584522
2198,MG,Veredinha,-42.730697,-17.397384
2199,MG,Vermelho Novo,-42.268797,-20.040618
2200,MG,Veríssimo,-48.311845,-19.66574
2201,MG,Vespasiano,-43.9239,-19.688326
2202,MG,Vieiras,-42.240051,-20.867
2203,MG,Virgem da Lapa,-42.343071,-16.807011
2204,MG,Virginópolis,-42.701492,-18.815409
2205,MG,Virgolândia,-42.306707,-18.473842
2206,MG,Virgínia,-45.096463,-22.326424
2207,MG,Visconde do Rio Branco,-42.836129,-21.012725
2208,MG,Viçosa,-42.87417,-20.755916
2209,MG,Volta Grande,-42.537501,-21.767086
2210,MG,Várzea da Palma,-44.722557,-17.594444
2211,MG,Wenceslau Braz,-45.362636,-22.536836
2212,MG,Água Boa,-42.380648,-17.991373
2213,MG,Água Comprida,-48.106879,-20.05757
2214,MG,Águas Formosas,-40.938355,-17.08021
2215,MG,Águas Vermelhas,-41.457127,-15.743057
2216,MS,Alcinópolis,-53.704223,-18.325546
2217,MS,Amambaí,-55.225327,-23.10576
2218,MS,Anastácio,-55.810353,-20.482292
2219,MS,Anaurilândia,-52.719056,-22.185169
2220,MS,Angélica,-53.770789,-22.152658
2221,MS,Antônio João,-55.951681,-22.192701
2222,MS,Aparecida do Taboado,-51.096135,-20.087275
2223,MS,Aquidauana,-55.786788,-20.466552
2224,MS,Aral Moreira,-55.633451,-22.938467
2225,MS,Bandeirantes,-54.358458,-19.92749
2226,MS,Bataguassu,-52.422058,-21.715899
2227,MS,Batayporã,-53.270488,-22.294444
2228,MS,Bela Vista,-56.526288,-22.107327
2229,MS,Bodoquena,-56.712716,-20.536983
2230,MS,Bonito,-56.483565,-21.126096
2231,MS,Brasilândia,-52.036519,-21.254428
2232,MS,Caarapó,-54.820928,-22.636764
2233,MS,Camapuã,-54.043065,-19.534672
2234,MS,Campo Grande,-54.629463,-20.448589
2235,MS,Caracol,-57.027672,-22.011017
2236,MS,Cassilândia,-51.731309,-19.117867
2237,MS,Chapadão do Sul,-52.626337,-18.788035
2238,MS,Corguinho,-54.828074,-19.824281
2239,MS,Coronel Sapucaia,-55.527811,-23.272407
2240,MS,Corumbá,-57.651036,-19.007727
2241,MS,Costa Rica,-53.128732,-18.543202
2242,MS,Coxim,-54.750991,-18.501299
2243,MS,Deodápolis,-54.168163,-22.276272
2244,MS,Dois Irmãos do Buriti,-55.291453,-20.684818
2245,MS,Douradina,-54.615756,-22.040494
2246,MS,Dourados,-54.812043,-22.223099
2247,MS,Eldorado,-54.283775,-23.786838
2248,MS,Figueirão,-53.641258,-18.682824
2249,MS,Fátima do Sul,-54.513069,-22.378924
2250,MS,Glória de Dourados,-54.233502,-22.413628
2251,MS,Guia Lopes da Laguna,-56.111711,-21.458318
2252,MS,Iguatemi,-54.563731,-23.673555
2253,MS,Inocência,-51.928098,-19.727716
2254,MS,Itaporã,-54.793381,-22.080035
2255,MS,Itaquiraí,-54.186971,-23.477868
2256,MS,Ivinhema,-53.818414,-22.304571
2257,MS,Japorã,-54.405946,-23.890325
2258,MS,Jaraguari,-54.399626,-20.138615
2259,MS,Jardim,-56.148902,-21.479941
2260,MS,Jateí,-54.307934,-22.480633
2261,MS,Juti,-54.60612,-22.859637
2262,MS,Ladário,-57.597266,-19.008894
2263,MS,Laguna Carapã,-55.15021,-22.544818
2264,MS,Maracaju,-55.167763,-21.610544
2265,MS,Miranda,-56.374594,-20.235508
2266,MS,Mundo Novo,-54.281012,-23.93554
2267,MS,Naviraí,-54.199465,-23.06181
2268,MS,Nioaque,-55.829618,-21.141882
2269,MS,Nova Alvorada do Sul,-54.382491,-21.465688
2270,MS,Nova Andradina,-53.343715,-22.237971
2271,MS,Novo Horizonte do Sul,-53.860148,-22.669322
2272,MS,Paranaíba,-51.190863,-19.674648
2273,MS,Paranhos,-55.429018,-23.891067
2274,MS,Pedro Gomes,-54.550663,-18.099622
2275,MS,Ponta Porã,-55.720326,-22.529617
2276,MS,Porto Murtinho,-57.883586,-21.698078
2277,MS,Ribas do Rio Pardo,-53.758819,-20.444533
2278,MS,Rio Brilhante,-54.542744,-21.803258
2279,MS,Rio Negro,-54.985873,-19.447036
2280,MS,Rio Verde de Mato Grosso,-54.843357,-18.924945
2281,MS,Rochedo,-54.884769,-19.956488
2282,MS,Santa Rita do Pardo,-52.833338,-21.301604
2283,MS,Selvíria,-51.419246,-20.363733
2284,MS,Sete Quedas,-55.03984,-23.970508
2285,MS,Sidrolândia,-54.969219,-20.930212
2286,MS,Sonora,-54.755112,-17.569775
2287,MS,São Gabriel do Oeste,-54.550668,-19.388858
2288,MS,Tacuru,-55.014137,-23.635954
2289,MS,Taquarussu,-53.351891,-22.489797
2290,MS,Terenos,-54.864742,-20.437845
2291,MS,Três Lagoas,-51.700731,-20.784853
2292,MS,Vicentina,-54.441507,-22.409801
2293,MS,Água Clara,-52.87899,-20.445245
2294,MT,Acorizal,-56.363226,-15.194025
2295,MT,Alta Floresta,-56.086704,-9.866745
2296,MT,Alto Araguaia,-53.218125,-17.315324
2297,MT,Alto Boa Vista,-51.388326,-11.673199
2298,MT,Alto Garças,-53.527209,-16.946226
2299,MT,Alto Paraguai,-56.47763,-14.513712
2300,MT,Alto Taquari,-53.27922,-17.82405
2301,MT,Apiacás,-57.458677,-9.539809
2302,MT,Araguaiana,-51.834112,-15.729144
2303,MT,Araguainha,-53.031778,-16.857016
2304,MT,Araputanga,-58.342461,-15.464096
2305,MT,Arenápolis,-56.843724,-14.447159
2306,MT,Aripuanã,-59.456815,-10.172262
2307,MT,Barra do Bugres,-57.187784,-15.07016
2308,MT,Barra do Garças,-52.263953,-15.880412
2309,MT,Barão de Melgaço,-55.962337,-16.20669
2310,MT,Bom Jesus do Araguaia,-51.503154,-12.170571
2311,MT,Brasnorte,-57.983341,-12.147402
2312,MT,Campinápolis,-52.892979,-14.516182
2313,MT,Campo Novo do Parecis,-57.890723,-13.658735
2314,MT,Campo Verde,-55.162582,-15.544978
2315,MT,Campos de Júlio,-59.285807,-13.724224
2316,MT,Canabrava do Norte,-51.820883,-11.055561
2317,MT,Canarana,-52.270493,-13.551502
2318,MT,Carlinda,-55.841671,-9.949118
2319,MT,Castanheira,-58.608076,-11.12506
2320,MT,Chapada dos Guimarães,-55.749857,-15.464343
2321,MT,Cláudia,-54.883476,-11.5075
2322,MT,Cocalinho,-51.00015,-14.390339
2323,MT,Colniza,-59.225189,-9.461207
2324,MT,Colíder,-55.460981,-10.813453
2325,MT,Comodoro,-59.784751,-13.661436
2326,MT,Confresa,-51.569873,-10.643695
2327,MT,Conquista D`Oeste,-59.547973,-14.537072
2328,MT,Cotriguaçu,-58.419231,-9.856563
2329,MT,Cuiabá,-56.097397,-15.600979
2330,MT,Curvelândia,-57.913269,-15.608389
2331,MT,Cáceres,-57.681798,-16.076414
2332,MT,Denise,-57.058262,-14.732397
2333,MT,Diamantino,-56.436599,-14.403673
2334,MT,Dom Aquino,-54.922298,-15.809899
2335,MT,Feliz Natal,-54.922738,-12.384985
2336,MT,Figueirópolis d`Oeste,-58.739149,-15.443918
2337,MT,Gaúcha do Norte,-53.080914,-13.244284
2338,MT,General Carneiro,-52.757375,-15.709447
2339,MT,Glória d`Oeste,-58.306121,-15.767592
2340,MT,Guarantã do Norte,-54.912126,-9.962182
2341,MT,Guiratinga,-53.75749,-16.345979
2342,MT,Indiavaí,-58.580158,-15.492115
2343,MT,Ipiranga do Norte,-56.145936,-12.240162
2344,MT,Itanhangá,-56.684065,-12.166012
2345,MT,Itaúba,-55.276574,-11.061423
2346,MT,Itiquira,-54.142214,-17.214693
2347,MT,Jaciara,-54.97332,-15.954778
2348,MT,Jangada,-56.491693,-15.235044
2349,MT,Jauru,-58.872267,-15.33417
2350,MT,Juara,-57.524443,-11.263925
2351,MT,Juruena,-58.359179,-10.317805
2352,MT,Juscimeira,-54.885894,-16.063307
2353,MT,Juína,-58.748314,-11.372752
2354,MT,Lambari d`Oeste,-58.002856,-15.317213
2355,MT,Lucas do Rio Verde,-55.904202,-13.058796
2356,MT,Luciára,-50.667592,-11.221926
2357,MT,Marcelândia,-54.437681,-11.046259
2358,MT,Matupá,-54.94667,-10.182065
2359,MT,Mirassol d`Oeste,-58.090996,-15.667801
2360,MT,Nobres,-56.328358,-14.719167
2361,MT,Nortelândia,-56.794516,-14.454022
2362,MT,Nossa Senhora do Livramento,-56.343242,-15.772024
2363,MT,Nova Bandeirantes,-57.864687,-9.808959
2364,MT,Nova Brasilândia,-54.968527,-14.961215
2365,MT,Nova Canaã do Norte,-55.953001,-10.558
2366,MT,Nova Guarita,-55.406062,-10.311992
2367,MT,Nova Lacerda,-59.600115,-14.472726
2368,MT,Nova Marilândia,-56.969572,-14.356757
2369,MT,Nova Maringá,-57.090769,-13.013614
2370,MT,Nova Monte Verde,-57.526052,-9.999982
2371,MT,Nova Mutum,-56.074316,-13.837389
2372,MT,Nova Nazaré,-51.800203,-13.948627
2373,MT,Nova Olímpia,-57.288613,-14.788947
2374,MT,Nova Santa Helena,-55.1872,-10.865144
2375,MT,Nova Ubiratã,-55.255558,-12.983411
2376,MT,Nova Xavantina,-52.350234,-14.677063
2377,MT,Novo Horizonte do Norte,-57.348763,-11.408889
2378,MT,Novo Mundo,-55.20295,-9.956159
2379,MT,Novo Santo Antônio,-50.96857,-12.287538
2380,MT,Novo São Joaquim,-53.019362,-14.905406
2381,MT,Paranatinga,-54.052426,-14.426475
2382,MT,Paranaíta,-56.478623,-9.658348
2383,MT,Pedra Preta,-54.47218,-16.624505
2384,MT,Peixoto de Azevedo,-54.979376,-10.226168
2385,MT,Planalto da Serra,-54.781857,-14.651773
2386,MT,Poconé,-56.626099,-16.266037
2387,MT,Pontal do Araguaia,-52.327296,-15.927383
2388,MT,Ponte Branca,-52.836864,-16.758407
2389,MT,Pontes e Lacerda,-59.343544,-15.221868
2390,MT,Porto Alegre do Norte,-51.635731,-10.876126
2391,MT,Porto Esperidião,-58.461925,-15.857026
2392,MT,Porto Estrela,-57.220403,-15.323517
2393,MT,Porto dos Gaúchos,-57.413233,-11.532999
2394,MT,Poxoréo,-54.388276,-15.841012
2395,MT,Primavera do Leste,-54.281056,-15.543971
2396,MT,Querência,-52.182102,-12.609294
2397,MT,Reserva do Cabaçal,-58.458533,-15.074259
2398,MT,Ribeirão Cascalheira,-51.824421,-12.936738
2399,MT,Ribeirãozinho,-52.692439,-16.48563
2400,MT,Rio Branco,-58.125892,-15.248331
2401,MT,Rondolândia,-61.469737,-10.837556
2402,MT,Rondonópolis,-54.637173,-16.467251
2403,MT,Rosário Oeste,-56.42357,-14.825938
2404,MT,Salto do Céu,-58.131721,-15.130346
2405,MT,Santa Carmem,-55.226297,-11.912542
2406,MT,Santa Cruz do Xingu,-52.395348,-10.153161
2407,MT,Santa Rita do Trivelato,-55.270564,-13.814599
2408,MT,Santa Terezinha,-50.513986,-10.470375
2409,MT,Santo Afonso,-57.009099,-14.494474
2410,MT,Santo Antônio do Leste,-53.638935,-14.797045
2411,MT,Santo Antônio do Leverger,-56.078752,-15.862409
2412,MT,Sapezal,-58.764473,-12.989214
2413,MT,Serra Nova Dourada,-51.402543,-12.089627
2414,MT,Sinop,-55.509062,-11.86043
2415,MT,Sorriso,-55.721051,-12.542527
2416,MT,São Félix do Araguaia,-50.670624,-11.614968
2417,MT,São José do Povo,-54.248716,-16.454946
2418,MT,São José do Rio Claro,-56.721841,-13.439818
2419,MT,São José do Xingu,-52.748589,-10.798193
2420,MT,São José dos Quatro Marcos,-58.177217,-15.627584
2421,MT,São Pedro da Cipa,-54.91758,-16.010905
2422,MT,Tabaporã,-56.831237,-11.300739
2423,MT,Tangará da Serra,-57.493278,-14.62291
2424,MT,Tapurah,-56.517821,-12.695014
2425,MT,Terra Nova do Norte,-55.231,-10.517
2426,MT,Tesouro,-53.559032,-16.080932
2427,MT,Torixoréu,-52.557097,-16.200591
2428,MT,União do Sul,-54.361637,-11.530776
2429,MT,Vale de São Domingos,-59.068313,-15.285975
2430,MT,Vera,-55.304497,-12.301659
2431,MT,Vila Bela da Santíssima Trindade,-59.947256,-15.003938
2432,MT,Vila Rica,-51.118599,-10.013666
2433,MT,Várzea Grande,-56.132218,-15.645816
2434,MT,Água Boa,-52.160133,-14.051019
2435,PA,Abaetetuba,-48.878843,-1.721828
2436,PA,Abel Figueiredo,-48.393285,-4.953327
2437,PA,Acará,-48.198513,-1.953833
2438,PA,Afuá,-50.38613,-0.154874
2439,PA,Alenquer,-54.738355,-1.946229
